ID;RegioS;Perioden;TotaleBevolking_1;Bevolkingsdichtheid_57;TypeEenpersoonshuishouden_122;TypeEenoudergezin_123;TypePaarZonderKind_124;TypePaarMetKindEren_125;BronInkomenAlsWerknemer_126;BronInkomenAlsZelfstandige_127;AfstandTotHuisartsenpraktijk_209;AantalHuisartsenpraktijkenBinnen3Km_210;AfstandTotKinderdagverblijf_214;AantalKinderdagverblijvenBinnen3Km_215;AfstandTotSchoolBasisonderwijs_216;AfstandTotSchoolVmbo_218;AfstandTotSchoolHavoVwo_220;AfstandTotBibliotheek_226;AfstandTotSportterrein_230;AfstandTotOpenbaarGroen_231;AfstandTotOpritHoofdverkeersweg_232;AfstandTotTreinstation_233;Gemeentenaam;Provincienaam;Year
3042;GM0888;2021-01-01;15875.0;755.0;       .;       .;    50.9;       .;    58.1;       .;     1.0;     4.2;     0.8;     8.8;     0.7;     3.0;     3.0;     1.7;       .;       .;     1.6;     1.9;Beek;Limburg;2021
3043;GM0888;2022-01-01;15817.0;751.0;;;;;;;     1.0;     3.7;     0.8;     8.5;       .;       .;       .;     1.8;       .;       .;     1.7;     1.9;Beek;Limburg;2022
3044;GM0888;2023-01-01;16132.0;766.0;;;;;;;;;;;;;;;;;;;Beek;Limburg;2023
3074;GM1954;1995-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;1995
3075;GM1954;1996-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;1996
3076;GM1954;1997-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;1997
3077;GM1954;1998-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;1998
3078;GM1954;1999-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;1999
3079;GM1954;2000-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2000
3080;GM1954;2001-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2001
3081;GM1954;2002-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2002
3082;GM1954;2003-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2003
3083;GM1954;2004-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2004
3084;GM1954;2005-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2005
3085;GM1954;2006-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2006
3086;GM1954;2007-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2007
3087;GM1954;2008-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2008
3088;GM1954;2009-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2009
3089;GM1954;2010-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2010
3090;GM1954;2011-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2011
3091;GM1954;2012-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2012
3092;GM1954;2013-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2013
3093;GM1954;2014-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2014
3094;GM1954;2015-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2015
3095;GM1954;2016-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2016
3096;GM1954;2017-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2017
3097;GM1954;2018-01-01;;;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2018
3098;GM1954;2019-01-01;35727.0;456.0;    25.4;    40.3;    47.3;    69.0;    54.1;    72.1;     0.8;     3.5;     0.7;     5.4;     0.9;     4.0;     4.3;     1.5;       .;       .;     1.3;     3.9;Beekdaelen;Limburg;2019
3099;GM1954;2020-01-01;35938.0;459.0;    26.2;    40.3;    48.7;    71.5;    56.5;    73.8;     0.9;     3.1;     0.7;     5.2;     0.9;     4.2;     4.5;     1.6;       .;       .;     1.3;     3.9;Beekdaelen;Limburg;2020
3100;GM1954;2021-01-01;36065.0;461.0;    27.2;       .;    49.7;    74.5;    58.4;       .;     0.9;     3.0;     0.8;     5.0;     0.9;     4.2;     4.5;     1.6;       .;       .;     1.3;     3.9;Beekdaelen;Limburg;2021
3101;GM1954;2022-01-01;35922.0;459.0;;;;;;;     0.9;     2.8;     0.8;     4.5;       .;       .;       .;     1.6;       .;       .;     1.4;     3.9;Beekdaelen;Limburg;2022
3102;GM1954;2023-01-01;35966.0;459.0;;;;;;;;;;;;;;;;;;;Beekdaelen;Limburg;2023
3103;GM0370;1995-01-01;8055.0;114.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beemster;Noord-Holland;1995
3104;GM0370;1996-01-01;8167.0;116.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beemster;Noord-Holland;1996
3105;GM0370;1997-01-01;8278.0;118.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beemster;Noord-Holland;1997
3106;GM0370;1998-01-01;8303.0;118.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beemster;Noord-Holland;1998
3107;GM0370;1999-01-01;8364.0;119.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beemster;Noord-Holland;1999
3108;GM0370;2000-01-01;8412.0;120.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beemster;Noord-Holland;2000
3109;GM0370;2001-01-01;8451.0;120.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beemster;Noord-Holland;2001
3110;GM0370;2002-01-01;8583.0;122.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beemster;Noord-Holland;2002
3111;GM0370;2003-01-01;8536.0;121.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beemster;Noord-Holland;2003
3112;GM0370;2004-01-01;8541.0;121.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beemster;Noord-Holland;2004
3113;GM0370;2005-01-01;8524.0;121.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beemster;Noord-Holland;2005
3114;GM0370;2006-01-01;8515.0;121.0;;;;;;;       .;       .;       .;       .;     1.1;     5.7;     5.8;     2.0;     1.1;     1.5;     1.5;       .;Beemster;Noord-Holland;2006
3115;GM0370;2007-01-01;8476.0;120.0;;;;;;;     1.4;     3.7;     1.9;     2.1;     1.1;     5.6;     5.8;     2.0;       .;       .;     1.5;     6.5;Beemster;Noord-Holland;2007
3116;GM0370;2008-01-01;8474.0;120.0;;;;;;;     1.5;     3.6;       .;       .;     1.1;     5.6;     5.8;     2.0;     1.1;     1.5;     1.5;     6.5;Beemster;Noord-Holland;2008
3117;GM0370;2009-01-01;8564.0;121.0;;;;;;;     1.5;     3.5;     1.6;     2.2;     1.1;     5.6;     5.8;     2.0;       .;       .;     1.5;     6.5;Beemster;Noord-Holland;2009
3118;GM0370;2010-01-01;8584.0;122.0;;;;;;;     1.4;     3.5;     1.6;     2.8;     1.1;     5.6;     5.8;       .;     1.0;     1.3;     1.4;     6.5;Beemster;Noord-Holland;2010
3119;GM0370;2011-01-01;8573.0;121.0;    22.9;    36.9;    45.4;    63.2;    49.4;    68.1;     1.5;     3.5;     1.6;     2.7;     1.3;     5.6;     5.7;       .;       .;       .;     1.5;     6.5;Beemster;Noord-Holland;2011
3120;GM0370;2012-01-01;8719.0;124.0;    22.9;    34.8;    45.8;    64.9;    49.4;    68.8;     1.4;     3.5;     1.6;     3.2;     1.3;     5.7;     5.8;     1.9;     1.1;     1.3;     1.5;     6.6;Beemster;Noord-Holland;2012
3121;GM0370;2013-01-01;8785.0;124.0;    23.1;    38.1;    44.6;    63.1;    50.8;    62.9;     1.4;     3.5;     1.6;     3.1;     1.2;     5.8;     5.8;     1.9;       .;       .;     1.5;     6.6;Beemster;Noord-Holland;2013
3122;GM0370;2014-01-01;8910.0;126.0;    26.2;    38.4;    47.9;    70.3;    51.8;    79.7;     1.4;     3.5;     1.4;     2.9;     1.2;     6.0;     6.1;     1.9;       .;       .;     1.5;     6.7;Beemster;Noord-Holland;2014
3123;GM0370;2015-01-01;8903.0;126.0;    25.8;    39.1;    46.8;    67.2;    52.0;    72.6;     1.4;     3.5;     1.4;     2.9;     1.2;     6.0;     6.1;     1.9;     1.0;     1.2;     1.5;     6.7;Beemster;Noord-Holland;2015
3124;GM0370;2016-01-01;8958.0;127.0;    26.3;    39.6;    46.7;    73.1;    56.1;    74.8;     1.4;     3.5;     1.3;     2.6;     1.2;     5.9;     6.1;     2.0;       .;       .;     1.5;     6.6;Beemster;Noord-Holland;2016
3125;GM0370;2017-01-01;9205.0;130.0;    27.3;    40.5;    51.1;    76.7;    56.4;    76.9;     1.4;     3.6;     1.2;     3.0;     1.2;     5.8;     6.0;     1.9;     0.9;     1.2;     1.5;     6.5;Beemster;Noord-Holland;2017
3126;GM0370;2018-01-01;9550.0;135.0;    27.6;    41.6;    51.6;    77.2;    57.7;    81.6;     1.4;     3.4;     1.1;     4.1;     1.2;     5.5;     5.9;     1.9;       .;       .;     1.4;     6.4;Beemster;Noord-Holland;2018
3127;GM0370;2019-01-01;9748.0;138.0;    30.2;    43.6;    54.9;    86.2;    61.2;    95.7;     1.4;     3.3;     1.1;     4.4;     1.2;     5.4;     5.8;     1.9;       .;       .;     1.4;     6.3;Beemster;Noord-Holland;2019
3128;GM0370;2020-01-01;10022.0;142.0;    29.7;    46.7;    55.7;    84.3;    64.6;    86.0;     1.5;     3.3;     1.1;     4.4;     1.2;     5.4;     5.8;     1.9;       .;       .;     1.4;     6.3;Beemster;Noord-Holland;2020
3129;GM0370;2021-01-01;10110.0;143.0;       .;       .;       .;       .;       .;       .;     1.5;     3.3;     1.1;     4.3;     1.2;     5.3;     5.7;     1.9;       .;       .;     1.4;     6.3;Beemster;Noord-Holland;2021
3130;GM0370;2022-01-01;;;;;;;;;;;;;;;;;;;;;Beemster;Noord-Holland;2022
3131;GM0370;2023-01-01;;;;;;;;;;;;;;;;;;;;;Beemster;Noord-Holland;2023
3132;GM0889;1995-01-01;13110.0;463.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beesel;Limburg;1995
3133;GM0889;1996-01-01;13134.0;464.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beesel;Limburg;1996
3134;GM0889;1997-01-01;13259.0;468.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beesel;Limburg;1997
3135;GM0889;1998-01-01;13175.0;465.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beesel;Limburg;1998
3136;GM0889;1999-01-01;13163.0;465.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beesel;Limburg;1999
3137;GM0889;2000-01-01;13158.0;465.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beesel;Limburg;2000
3138;GM0889;2001-01-01;13189.0;466.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beesel;Limburg;2001
3139;GM0889;2002-01-01;13403.0;473.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beesel;Limburg;2002
3140;GM0889;2003-01-01;13466.0;475.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beesel;Limburg;2003
3141;GM0889;2004-01-01;13341.0;471.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beesel;Limburg;2004
3142;GM0889;2005-01-01;13401.0;473.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Beesel;Limburg;2005
3143;GM0889;2006-01-01;13521.0;479.0;;;;;;;       .;       .;       .;       .;     0.7;     1.6;     9.9;     1.0;     0.8;     0.6;     1.7;       .;Beesel;Limburg;2006
3144;GM0889;2007-01-01;13646.0;483.0;;;;;;;     1.0;     1.6;     1.2;     2.7;     0.7;     1.6;     9.9;     1.0;       .;       .;     1.7;     1.4;Beesel;Limburg;2007
3145;GM0889;2008-01-01;13643.0;483.0;;;;;;;     1.0;     1.6;       .;       .;     0.7;     1.6;     9.9;     1.0;     0.8;     0.6;     2.6;     1.4;Beesel;Limburg;2008
3146;GM0889;2009-01-01;13795.0;489.0;;;;;;;     1.0;     1.6;     1.2;     2.7;     0.7;     1.6;     9.9;     1.0;       .;       .;     2.6;     1.4;Beesel;Limburg;2009
3147;GM0889;2010-01-01;13902.0;493.0;;;;;;;     1.0;     1.6;     0.8;     2.9;     0.8;     1.5;     9.9;       .;     0.7;     0.6;     2.6;     1.4;Beesel;Limburg;2010
3148;GM0889;2011-01-01;13844.0;492.0;    20.1;    29.9;    35.8;    48.5;    41.3;    52.8;     1.0;     1.6;     0.8;     3.0;     0.8;     1.6;     9.8;       .;       .;       .;     2.6;     1.4;Beesel;Limburg;2011
3149;GM0889;2012-01-01;13742.0;488.0;    20.5;    29.7;    36.5;    49.8;    41.3;    56.9;     1.0;     1.6;     0.8;     3.0;     0.8;     1.6;     9.7;     1.0;     0.8;     0.6;     2.6;     1.4;Beesel;Limburg;2012
3150;GM0889;2013-01-01;13688.0;487.0;    20.5;    30.1;    36.1;    50.1;    42.3;    51.7;     1.0;     1.6;     0.7;     3.0;     0.8;     1.6;     9.7;     1.0;       .;       .;     2.6;     1.4;Beesel;Limburg;2013
3151;GM0889;2014-01-01;13617.0;484.0;    22.2;    30.1;    37.9;    53.6;    43.7;    66.4;     1.0;     1.6;     0.7;     3.1;     0.8;     1.6;     9.7;     3.1;       .;       .;     2.6;     1.4;Beesel;Limburg;2014
3152;GM0889;2015-01-01;13511.0;480.0;    21.8;    32.4;    37.7;    52.8;    44.3;    53.1;     1.0;     1.5;     0.7;     3.0;     0.8;     1.6;     9.7;     1.4;     0.8;     0.6;     2.6;     1.4;Beesel;Limburg;2015
3153;GM0889;2016-01-01;13388.0;477.0;    22.4;    32.6;    39.0;    56.5;    46.3;    61.3;     1.0;     1.5;     0.7;     3.0;     0.8;     1.6;     9.7;     1.4;       .;       .;     2.6;     1.4;Beesel;Limburg;2016
3154;GM0889;2017-01-01;13405.0;477.0;    23.2;    33.8;    40.9;    58.7;    47.2;    64.6;     1.0;     1.5;     0.7;     3.0;     0.8;     1.6;     9.7;     1.4;     0.7;     0.6;     2.6;     1.4;Beesel;Limburg;2017
3155;GM0889;2018-01-01;13444.0;480.0;    23.5;    35.0;    41.5;    60.8;    48.7;    67.6;     1.0;     1.5;     0.7;     4.9;     0.8;     1.6;     1.6;     1.4;       .;       .;     2.6;     1.4;Beesel;Limburg;2018
3156;GM0889;2019-01-01;13519.0;483.0;    25.9;    37.1;    43.8;    65.5;    50.7;    77.7;     1.0;     1.5;     0.7;     4.8;     0.8;     1.6;     1.6;     1.5;       .;       .;     2.6;     1.5;Beesel;Limburg;2019
3157;GM0889;2020-01-01;13482.0;482.0;    25.8;    38.4;    44.8;    66.9;    52.6;    80.6;     1.0;     1.5;     0.7;     4.8;     0.8;     1.6;     1.6;     1.5;       .;       .;     2.6;     1.4;Beesel;Limburg;2020
3158;GM0889;2021-01-01;13450.0;481.0;       .;       .;       .;       .;    54.4;       .;     1.0;     1.5;     0.7;     4.8;     0.8;     1.6;     1.6;     1.5;       .;       .;     2.6;     1.4;Beesel;Limburg;2021
3159;GM0889;2022-01-01;13408.0;481.0;;;;;;;     1.0;     1.5;     0.7;     4.8;       .;       .;       .;     1.5;       .;       .;     2.6;     1.5;Beesel;Limburg;2022
3160;GM0889;2023-01-01;13449.0;482.0;;;;;;;;;;;;;;;;;;;Beesel;Limburg;2023
3306;GM1945;1995-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;1995
3307;GM1945;1996-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;1996
3308;GM1945;1997-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;1997
3309;GM1945;1998-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;1998
3310;GM1945;1999-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;1999
3311;GM1945;2000-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2000
3312;GM1945;2001-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2001
3313;GM1945;2002-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2002
3314;GM1945;2003-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2003
3315;GM1945;2004-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2004
3316;GM1945;2005-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2005
3317;GM1945;2006-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2006
3318;GM1945;2007-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2007
3319;GM1945;2008-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2008
3320;GM1945;2009-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2009
3321;GM1945;2010-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2010
3322;GM1945;2011-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2011
3323;GM1945;2012-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2012
3324;GM1945;2013-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2013
3325;GM1945;2014-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2014
3326;GM1945;2015-01-01;;;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2015
3327;GM1945;2016-01-01;34574.0;400.0;    22.9;    35.6;    42.7;    59.7;    48.0;    63.7;     1.0;     2.8;     0.8;     4.5;     0.8;     4.9;     7.1;     1.3;       .;       .;     1.1;     7.7;Berg en Dal;Gelderland;2016
3328;GM1945;2017-01-01;34764.0;402.0;    23.5;    36.3;    44.9;    63.4;    49.1;    69.2;     1.0;     2.8;     0.8;     4.7;     0.8;     4.9;     7.1;     1.3;     0.8;     0.6;     1.1;     7.7;Berg en Dal;Gelderland;2017
3329;GM1945;2018-01-01;34748.0;402.0;    23.4;    42.4;    45.3;    64.6;    50.0;    73.1;     1.0;     2.7;     0.8;     5.1;     0.8;     4.9;     7.1;     1.3;       .;       .;     1.1;     7.7;Berg en Dal;Gelderland;2018
3330;GM1945;2019-01-01;34798.0;403.0;    25.1;    40.3;    50.0;    69.9;    52.1;    82.9;     0.9;     2.8;     0.8;     5.2;     0.8;     4.8;     7.4;     1.3;       .;       .;     1.1;     7.6;Berg en Dal;Gelderland;2019
3331;GM1945;2020-01-01;34992.0;405.0;    25.6;    39.2;    49.4;    72.7;    54.6;    81.2;     1.0;     2.7;     0.8;     5.6;     0.8;     4.8;     7.3;     1.3;       .;       .;     1.1;     7.4;Berg en Dal;Gelderland;2020
3332;GM1945;2021-01-01;35010.0;406.0;    26.6;       .;    51.1;    76.7;    57.0;       .;     1.0;     2.7;     0.8;     5.6;     0.8;     4.9;     7.4;     1.3;       .;       .;     1.1;     7.5;Berg en Dal;Gelderland;2021
3333;GM1945;2022-01-01;34951.0;405.0;;;;;;;     1.0;     2.6;     0.8;     5.5;       .;       .;       .;     1.3;       .;       .;     1.1;     7.5;Berg en Dal;Gelderland;2022
3334;GM1945;2023-01-01;35420.0;410.0;;;;;;;;;;;;;;;;;;;Berg en Dal;Gelderland;2023
3364;GM1724;1995-01-01;;;;;;;;;;;;;;;;;;;;;Bergeijk;Noord-Brabant;1995
3365;GM1724;1996-01-01;;;;;;;;;;;;;;;;;;;;;Bergeijk;Noord-Brabant;1996
3366;GM1724;1997-01-01;;;;;;;;;;;;;;;;;;;;;Bergeijk;Noord-Brabant;1997
3367;GM1724;1998-01-01;;;;;;;;;;;;;;;;;;;;;Bergeijk;Noord-Brabant;1998
3368;GM1724;1999-01-01;17771.0;176.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergeijk;Noord-Brabant;1999
3369;GM1724;2000-01-01;17906.0;177.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergeijk;Noord-Brabant;2000
3370;GM1724;2001-01-01;17966.0;178.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergeijk;Noord-Brabant;2001
3371;GM1724;2002-01-01;17974.0;178.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergeijk;Noord-Brabant;2002
3372;GM1724;2003-01-01;18093.0;179.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergeijk;Noord-Brabant;2003
3373;GM1724;2004-01-01;18137.0;180.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergeijk;Noord-Brabant;2004
3374;GM1724;2005-01-01;18100.0;179.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergeijk;Noord-Brabant;2005
3375;GM1724;2006-01-01;18060.0;179.0;;;;;;;       .;       .;       .;       .;     0.8;     6.6;     7.0;     2.2;     1.1;     0.5;     2.8;       .;Bergeijk;Noord-Brabant;2006
3376;GM1724;2007-01-01;18094.0;179.0;;;;;;;     1.1;     2.4;     1.3;     1.5;     0.8;     6.7;     6.9;     2.2;       .;       .;     2.8;    18.6;Bergeijk;Noord-Brabant;2007
3377;GM1724;2008-01-01;18099.0;179.0;;;;;;;     1.1;     2.4;       .;       .;     0.8;     7.0;     7.0;     2.2;     1.1;     0.5;     2.8;    18.6;Bergeijk;Noord-Brabant;2008
3378;GM1724;2009-01-01;18087.0;179.0;;;;;;;     1.2;     2.4;     1.3;     1.6;     0.8;     7.0;     7.0;     2.2;       .;       .;     2.8;    18.6;Bergeijk;Noord-Brabant;2009
3379;GM1724;2010-01-01;18061.0;179.0;;;;;;;     1.2;     2.4;     1.2;     1.5;     0.8;     7.0;     7.0;       .;     1.1;     0.5;     2.8;    18.9;Bergeijk;Noord-Brabant;2010
3380;GM1724;2011-01-01;18073.0;179.0;    22.7;    37.7;    41.2;    56.3;    46.5;    61.8;     1.2;     2.4;     1.3;     1.5;     0.8;     7.0;     7.0;       .;       .;       .;     2.8;    18.9;Bergeijk;Noord-Brabant;2011
3381;GM1724;2012-01-01;18123.0;179.0;    23.0;    33.6;    41.3;    56.4;    46.4;    59.7;     1.2;     2.4;     1.3;     1.5;     0.8;     7.0;     7.0;     2.2;     1.1;     0.5;     2.8;    18.9;Bergeijk;Noord-Brabant;2012
3382;GM1724;2013-01-01;18191.0;180.0;    22.9;    33.6;    41.8;    58.4;    47.3;    61.8;     1.2;     1.8;     1.3;     1.6;     0.8;     7.0;     7.0;     1.0;       .;       .;     2.8;    18.9;Bergeijk;Noord-Brabant;2013
3383;GM1724;2014-01-01;18256.0;181.0;    24.0;    35.1;    45.1;    62.0;    48.9;    72.3;     1.2;     1.8;     1.3;     1.6;     0.8;     7.0;     7.0;     1.0;       .;       .;     2.8;    18.9;Bergeijk;Noord-Brabant;2014
3384;GM1724;2015-01-01;18209.0;180.0;    23.8;    37.1;    44.3;    60.5;    49.7;    65.1;     1.2;     1.8;     1.3;     1.6;     0.8;     7.0;     7.0;     1.3;     1.1;     0.4;     2.8;    18.9;Bergeijk;Noord-Brabant;2015
3385;GM1724;2016-01-01;18253.0;181.0;    25.3;    38.2;    45.1;    65.1;    51.8;    66.5;     1.2;     1.8;     1.3;     1.6;     0.8;     7.0;     7.0;     1.0;       .;       .;     2.8;    18.9;Bergeijk;Noord-Brabant;2016
3386;GM1724;2017-01-01;18342.0;182.0;    25.2;    39.0;    47.4;    69.7;    52.7;    72.7;     1.2;     1.8;     1.3;     1.6;     0.8;     7.0;     7.0;     1.0;     1.4;     0.4;     2.8;    18.9;Bergeijk;Noord-Brabant;2017
3387;GM1724;2018-01-01;18398.0;182.0;    26.1;    42.4;    47.8;    70.1;    53.8;    75.7;     1.2;     1.8;     0.8;     3.4;     0.8;     7.0;     7.0;     1.0;       .;       .;     3.3;    18.9;Bergeijk;Noord-Brabant;2018
3388;GM1724;2019-01-01;18491.0;183.0;    28.0;    48.9;    52.0;    78.7;    56.8;    89.9;     1.2;     1.8;     0.8;     3.4;     0.8;     7.0;     7.0;     6.6;       .;       .;     3.3;    19.0;Bergeijk;Noord-Brabant;2019
3389;GM1724;2020-01-01;18635.0;184.0;    28.0;    46.7;    50.6;    79.0;    59.7;    80.6;     1.2;     1.8;     0.8;     2.6;     0.8;     7.0;     7.0;     2.8;       .;       .;     3.3;    19.1;Bergeijk;Noord-Brabant;2020
3390;GM1724;2021-01-01;18754.0;186.0;       .;       .;    53.0;       .;    61.8;       .;     1.2;     1.3;     0.8;     3.2;     0.8;     7.0;     7.0;     2.8;       .;       .;     3.5;    19.1;Bergeijk;Noord-Brabant;2021
3391;GM1724;2022-01-01;18879.0;187.0;;;;;;;     1.2;     1.3;     0.8;     3.2;       .;       .;       .;     2.8;       .;       .;     3.4;    19.2;Bergeijk;Noord-Brabant;2022
3392;GM1724;2023-01-01;19092.0;189.0;;;;;;;;;;;;;;;;;;;Bergeijk;Noord-Brabant;2023
3393;GM0893;1995-01-01;13231.0;124.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergen (L.);Limburg;1995
3394;GM0893;1996-01-01;13243.0;124.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergen (L.);Limburg;1996
3395;GM0893;1997-01-01;13357.0;124.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergen (L.);Limburg;1997
3396;GM0893;1998-01-01;13382.0;124.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergen (L.);Limburg;1998
3397;GM0893;1999-01-01;13364.0;124.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergen (L.);Limburg;1999
3398;GM0893;2000-01-01;13362.0;125.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergen (L.);Limburg;2000
3399;GM0893;2001-01-01;13444.0;126.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergen (L.);Limburg;2001
3400;GM0893;2002-01-01;13539.0;127.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergen (L.);Limburg;2002
3401;GM0893;2003-01-01;13463.0;128.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergen (L.);Limburg;2003
3402;GM0893;2004-01-01;13477.0;128.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergen (L.);Limburg;2004
3403;GM0893;2005-01-01;13576.0;129.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Bergen (L.);Limburg;2005
