ID;RegioS;Perioden;TotaleBevolking_1;Bevolkingsdichtheid_57;TypeEenpersoonshuishouden_122;TypeEenoudergezin_123;TypePaarZonderKind_124;TypePaarMetKindEren_125;BronInkomenAlsWerknemer_126;BronInkomenAlsZelfstandige_127;AfstandTotHuisartsenpraktijk_209;AantalHuisartsenpraktijkenBinnen3Km_210;AfstandTotKinderdagverblijf_214;AantalKinderdagverblijvenBinnen3Km_215;AfstandTotSchoolBasisonderwijs_216;AfstandTotSchoolVmbo_218;AfstandTotSchoolHavoVwo_220;AfstandTotBibliotheek_226;AfstandTotSportterrein_230;AfstandTotOpenbaarGroen_231;AfstandTotOpritHoofdverkeersweg_232;AfstandTotTreinstation_233;Gemeentenaam;Provincienaam;Year
1653;GM1680;1995-01-01;;;;;;;;;;;;;;;;;;;;;Aa en Hunze;Drenthe;1995
1654;GM1680;1996-01-01;;;;;;;;;;;;;;;;;;;;;Aa en Hunze;Drenthe;1996
1655;GM1680;1997-01-01;;;;;;;;;;;;;;;;;;;;;Aa en Hunze;Drenthe;1997
1656;GM1680;1998-01-01;24806.0;89.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aa en Hunze;Drenthe;1998
1657;GM1680;1999-01-01;24751.0;89.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aa en Hunze;Drenthe;1999
1658;GM1680;2000-01-01;24824.0;89.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aa en Hunze;Drenthe;2000
1659;GM1680;2001-01-01;25208.0;91.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aa en Hunze;Drenthe;2001
1660;GM1680;2002-01-01;25552.0;92.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aa en Hunze;Drenthe;2002
1661;GM1680;2003-01-01;25305.0;91.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aa en Hunze;Drenthe;2003
1662;GM1680;2004-01-01;25218.0;91.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aa en Hunze;Drenthe;2004
1663;GM1680;2005-01-01;25329.0;91.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aa en Hunze;Drenthe;2005
1664;GM1680;2006-01-01;25507.0;92.0;;;;;;;       .;       .;       .;       .;     1.0;     5.7;     9.2;     2.5;     1.0;     0.7;     1.5;       .;Aa en Hunze;Drenthe;2006
1665;GM1680;2007-01-01;25563.0;92.0;;;;;;;     2.3;     1.5;     2.3;     1.5;     1.0;     5.7;     9.2;     2.5;       .;       .;     1.6;    13.4;Aa en Hunze;Drenthe;2007
1666;GM1680;2008-01-01;25598.0;92.0;;;;;;;     2.3;     1.5;       .;       .;     1.0;     5.7;     9.2;     2.5;     1.0;     0.7;     1.6;    13.4;Aa en Hunze;Drenthe;2008
1667;GM1680;2009-01-01;25675.0;93.0;;;;;;;     2.3;     1.4;     2.1;     1.2;     1.0;     5.7;     9.2;     2.5;       .;       .;     1.6;    13.5;Aa en Hunze;Drenthe;2009
1668;GM1680;2010-01-01;25563.0;92.0;;;;;;;     2.4;     1.4;     1.9;     1.1;     1.0;     5.7;     9.2;       .;     1.0;     0.6;     1.6;    13.5;Aa en Hunze;Drenthe;2010
1669;GM1680;2011-01-01;25785.0;93.0;    21.7;    31.4;    40.5;    52.2;    45.2;    54.8;     2.4;     1.3;     1.6;     1.3;     1.0;     5.7;     9.2;       .;       .;       .;     1.6;    13.5;Aa en Hunze;Drenthe;2011
1670;GM1680;2012-01-01;25738.0;93.0;    21.8;    30.9;    41.5;    53.2;    45.7;    56.2;     2.4;     1.3;     1.4;     1.6;     1.0;     5.7;     9.2;     2.5;     1.1;     0.6;     1.6;    12.8;Aa en Hunze;Drenthe;2012
1671;GM1680;2013-01-01;25541.0;92.0;    22.0;    31.8;    41.8;    53.8;    46.2;    55.4;     2.4;     1.3;     1.4;     1.8;     1.0;     5.1;     9.3;     2.5;       .;       .;     1.6;    12.7;Aa en Hunze;Drenthe;2013
1672;GM1680;2014-01-01;25357.0;92.0;    23.8;    34.0;    43.5;    57.3;    47.3;    63.5;     2.4;     1.3;     1.1;     2.3;     1.1;     5.2;     9.2;     2.5;       .;       .;     1.6;    12.8;Aa en Hunze;Drenthe;2014
1673;GM1680;2015-01-01;25203.0;91.0;    23.9;    33.7;    43.5;    56.7;    49.3;    55.3;     2.4;     1.3;     1.1;     2.3;     1.1;     5.1;     9.3;     2.5;     1.0;     0.5;     1.6;    12.8;Aa en Hunze;Drenthe;2015
1674;GM1680;2016-01-01;25243.0;91.0;    25.5;    34.8;    44.4;    60.0;    50.7;    58.6;     2.5;     1.3;     1.2;     2.3;     1.2;     5.2;     9.3;     2.5;       .;       .;     1.6;    12.8;Aa en Hunze;Drenthe;2016
1675;GM1680;2017-01-01;25286.0;92.0;    24.9;    35.6;    46.2;    63.3;    51.4;    66.2;     2.5;     1.3;     1.1;     2.5;     1.2;     5.2;     9.3;     2.5;     1.0;     0.5;     1.6;    12.6;Aa en Hunze;Drenthe;2017
1676;GM1680;2018-01-01;25390.0;92.0;    25.7;    36.6;    47.4;    64.2;    52.1;    69.6;     2.5;     1.2;     1.1;     2.6;     1.2;     5.1;    11.3;     2.5;       .;       .;     1.6;    12.8;Aa en Hunze;Drenthe;2018
1677;GM1680;2019-01-01;25386.0;92.0;    26.2;    38.7;    48.9;    69.1;    54.2;    75.7;     2.4;     1.3;     1.2;     3.1;     1.2;     5.2;    11.3;     2.5;       .;       .;     1.6;    12.9;Aa en Hunze;Drenthe;2019
1678;GM1680;2020-01-01;25445.0;92.0;    26.9;    41.4;    50.3;    71.8;    56.9;    74.4;     2.4;     1.1;     1.2;     2.7;     1.2;     5.2;    11.3;     2.7;       .;       .;     1.6;    12.5;Aa en Hunze;Drenthe;2020
1679;GM1680;2021-01-01;25399.0;92.0;    28.0;       .;    53.2;    75.2;    59.2;       .;     2.5;     1.0;     1.2;     2.7;     1.2;     5.6;    11.3;     2.7;       .;       .;     1.6;    12.6;Aa en Hunze;Drenthe;2021
1680;GM1680;2022-01-01;25579.0;93.0;;;;;;;     2.4;     0.9;     1.1;     2.9;       .;       .;       .;     2.7;       .;       .;     1.6;    12.4;Aa en Hunze;Drenthe;2022
1681;GM1680;2023-01-01;25724.0;93.0;;;;;;;;;;;;;;;;;;;Aa en Hunze;Drenthe;2023
1711;GM0358;1995-01-01;21990.0;965.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalsmeer;Noord-Holland;1995
1712;GM0358;1996-01-01;22186.0;973.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalsmeer;Noord-Holland;1996
1713;GM0358;1997-01-01;22284.0;974.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalsmeer;Noord-Holland;1997
1714;GM0358;1998-01-01;22600.0;988.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalsmeer;Noord-Holland;1998
1715;GM0358;1999-01-01;22513.0;984.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalsmeer;Noord-Holland;1999
1716;GM0358;2000-01-01;22461.0;984.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalsmeer;Noord-Holland;2000
1717;GM0358;2001-01-01;22662.0;993.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalsmeer;Noord-Holland;2001
1718;GM0358;2002-01-01;22786.0;1057.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalsmeer;Noord-Holland;2002
1719;GM0358;2003-01-01;22839.0;1106.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalsmeer;Noord-Holland;2003
1720;GM0358;2004-01-01;22915.0;1109.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalsmeer;Noord-Holland;2004
1721;GM0358;2005-01-01;23296.0;1128.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalsmeer;Noord-Holland;2005
1722;GM0358;2006-01-01;24145.0;1173.0;;;;;;;       .;       .;       .;       .;     0.7;     2.3;     6.4;     1.6;     1.2;     0.8;     1.2;       .;Aalsmeer;Noord-Holland;2006
1723;GM0358;2007-01-01;25019.0;1216.0;;;;;;;     0.9;     3.7;     1.0;     3.2;     0.7;     2.3;     6.1;     1.7;       .;       .;     1.2;     8.0;Aalsmeer;Noord-Holland;2007
1724;GM0358;2008-01-01;26386.0;1282.0;;;;;;;     0.9;     3.7;       .;       .;     0.7;     2.4;     6.0;     1.7;     0.9;     0.9;     1.1;     8.1;Aalsmeer;Noord-Holland;2008
1725;GM0358;2009-01-01;28006.0;1367.0;;;;;;;     0.8;     4.0;     0.9;     3.5;     0.7;     2.4;     6.0;     1.2;       .;       .;     1.1;     8.1;Aalsmeer;Noord-Holland;2009
1726;GM0358;2010-01-01;29187.0;1425.0;;;;;;;     0.8;     3.9;     0.8;     5.0;     0.7;     2.5;     6.2;       .;     1.1;     1.3;     1.1;     8.2;Aalsmeer;Noord-Holland;2010
1727;GM0358;2011-01-01;30189.0;1477.0;    24.8;    34.4;    44.8;    60.1;    48.0;    63.6;     0.8;     3.8;     0.6;     7.2;     0.7;     2.5;     6.2;       .;       .;       .;     1.1;     8.3;Aalsmeer;Noord-Holland;2011
1728;GM0358;2012-01-01;30364.0;1486.0;    25.3;    34.1;    46.3;    61.4;    48.3;    65.1;     0.8;     3.4;     0.7;     7.4;     0.7;     2.5;     6.2;     1.7;     1.1;     1.4;     1.1;     8.4;Aalsmeer;Noord-Holland;2012
1729;GM0358;2013-01-01;30618.0;1501.0;    25.3;    35.4;    44.7;    61.8;    50.0;    61.0;     0.8;     3.4;     0.8;     5.8;     0.7;     2.5;     6.2;     2.7;       .;       .;     1.1;     8.3;Aalsmeer;Noord-Holland;2013
1730;GM0358;2014-01-01;30759.0;1508.0;    26.8;    36.5;    48.3;    68.0;    51.0;    79.9;     0.8;     3.4;     0.7;     5.4;     0.7;     2.5;     6.1;     2.7;       .;       .;     1.1;     8.3;Aalsmeer;Noord-Holland;2014
1731;GM0358;2015-01-01;31077.0;1524.0;    25.4;    42.1;    46.4;    65.6;    52.1;    67.8;     0.9;     3.4;     0.8;     4.5;     0.7;     2.5;     6.1;     2.7;     1.1;     0.8;     1.1;     8.3;Aalsmeer;Noord-Holland;2015
1732;GM0358;2016-01-01;31299.0;1555.0;    27.4;    40.2;    49.4;    69.4;    54.1;    73.9;     0.9;     3.4;     0.8;     4.5;     0.7;     2.5;     6.1;     2.8;       .;       .;     1.1;     8.3;Aalsmeer;Noord-Holland;2016
1733;GM0358;2017-01-01;31373.0;1559.0;    28.8;    38.9;    51.6;    73.7;    55.0;    76.4;     0.9;     3.2;     0.7;     5.0;     0.7;     2.5;     6.1;     2.7;     1.1;     0.7;     1.1;     8.3;Aalsmeer;Noord-Holland;2017
1734;GM0358;2018-01-01;31499.0;1566.0;    27.9;    40.1;    52.2;    75.5;    57.0;    78.6;     0.9;     3.6;     0.7;     5.0;     0.8;     2.5;     6.2;     2.7;       .;       .;     1.1;     8.3;Aalsmeer;Noord-Holland;2018
1735;GM0358;2019-01-01;31728.0;1577.0;    30.4;    44.9;    58.7;    82.3;    59.9;    96.1;     0.9;     3.7;     0.7;     5.4;     0.8;     2.5;     6.1;     2.7;       .;       .;     1.1;     8.2;Aalsmeer;Noord-Holland;2019
1736;GM0358;2020-01-01;31859.0;1584.0;    32.1;    47.7;    58.3;    83.3;    62.8;    95.1;     0.9;     3.2;     0.6;     5.5;     0.8;     2.5;     6.2;     2.7;       .;       .;     1.1;     8.1;Aalsmeer;Noord-Holland;2020
1737;GM0358;2021-01-01;31991.0;1590.0;    33.0;       .;    61.2;    86.6;    64.9;       .;     0.9;     3.4;     0.6;     5.6;     0.8;     2.5;     6.1;     2.7;       .;       .;     1.0;     8.0;Aalsmeer;Noord-Holland;2021
1738;GM0358;2022-01-01;32452.0;1615.0;;;;;;;     0.9;     3.3;     0.7;     5.4;       .;       .;       .;     2.7;       .;       .;     1.1;     8.2;Aalsmeer;Noord-Holland;2022
1739;GM0358;2023-01-01;33063.0;1645.0;;;;;;;;;;;;;;;;;;;Aalsmeer;Noord-Holland;2023
1740;GM0197;1995-01-01;18469.0;222.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalten;Gelderland;1995
1741;GM0197;1996-01-01;18546.0;223.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalten;Gelderland;1996
1742;GM0197;1997-01-01;18638.0;225.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalten;Gelderland;1997
1743;GM0197;1998-01-01;18782.0;227.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalten;Gelderland;1998
1744;GM0197;1999-01-01;18713.0;226.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalten;Gelderland;1999
1745;GM0197;2000-01-01;18699.0;226.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalten;Gelderland;2000
1746;GM0197;2001-01-01;18773.0;227.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalten;Gelderland;2001
1747;GM0197;2002-01-01;18811.0;227.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalten;Gelderland;2002
1748;GM0197;2003-01-01;18855.0;227.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalten;Gelderland;2003
1749;GM0197;2004-01-01;18998.0;229.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalten;Gelderland;2004
1750;GM0197;2005-01-01;27446.0;284.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Aalten;Gelderland;2005
1751;GM0197;2006-01-01;27476.0;285.0;;;;;;;       .;       .;       .;       .;     0.8;     1.9;     4.6;     1.6;     1.1;     0.7;     0.9;       .;Aalten;Gelderland;2006
1752;GM0197;2007-01-01;27570.0;285.0;;;;;;;     1.3;     3.1;     1.6;     1.3;     0.8;     1.9;     4.6;     1.6;       .;       .;     0.9;     4.4;Aalten;Gelderland;2007
1753;GM0197;2008-01-01;27568.0;285.0;;;;;;;     1.3;     3.2;       .;       .;     0.8;     1.9;     4.6;     1.6;     1.1;     0.7;     0.9;     4.4;Aalten;Gelderland;2008
1754;GM0197;2009-01-01;27447.0;284.0;;;;;;;     1.2;     3.2;     1.5;     1.8;     0.8;     1.9;     4.6;     1.6;       .;       .;     0.9;     4.4;Aalten;Gelderland;2009
1755;GM0197;2010-01-01;27500.0;285.0;;;;;;;     1.2;     3.2;     1.5;     1.8;     0.8;     1.9;     4.6;       .;     1.0;     0.6;     0.9;     4.4;Aalten;Gelderland;2010
1756;GM0197;2011-01-01;27439.0;284.0;    20.3;    32.6;    36.9;    48.5;    40.2;    60.0;     1.2;     2.7;     1.5;     2.3;     0.8;     1.9;     4.6;       .;       .;       .;     0.9;     4.4;Aalten;Gelderland;2011
1757;GM0197;2012-01-01;27305.0;283.0;    20.8;    32.1;    37.1;    49.2;    40.7;    59.4;     1.2;     2.7;     1.3;     2.2;     0.8;     1.9;     4.6;     1.6;     1.0;     0.5;     1.0;     4.4;Aalten;Gelderland;2012
1758;GM0197;2013-01-01;27082.0;281.0;    20.9;    32.4;    37.2;    49.9;    41.4;    56.2;     1.2;     2.7;     1.3;     2.2;     0.8;     1.9;     4.6;     1.6;       .;       .;     1.0;     4.4;Aalten;Gelderland;2013
1759;GM0197;2014-01-01;27013.0;280.0;    21.7;    33.3;    40.5;    53.1;    42.5;    67.2;     1.3;     2.1;     1.3;     2.8;     0.8;     1.9;     4.6;     1.6;       .;       .;     1.0;     4.4;Aalten;Gelderland;2014
1760;GM0197;2015-01-01;26904.0;279.0;    22.1;    31.8;    39.0;    52.5;    42.9;    58.5;     1.3;     2.7;     1.3;     2.8;     0.8;     1.9;     4.6;     1.6;     1.0;     0.5;     1.0;     4.4;Aalten;Gelderland;2015
1761;GM0197;2016-01-01;26912.0;279.0;    23.1;    33.9;    40.3;    55.3;    44.9;    62.9;     1.3;     2.7;     1.1;     3.1;     0.8;     1.9;     4.6;     1.7;       .;       .;     1.0;     4.4;Aalten;Gelderland;2016
1762;GM0197;2017-01-01;27047.0;280.0;    23.4;    35.8;    41.8;    57.4;    45.9;    66.5;     1.3;     2.7;     1.2;     2.8;     0.8;     1.9;     4.6;     1.7;     1.0;     0.5;     1.0;     4.4;Aalten;Gelderland;2017
1763;GM0197;2018-01-01;26962.0;279.0;    23.9;    36.5;    42.9;    60.4;    47.3;    70.3;     1.3;     2.7;     0.8;     3.8;     0.8;     1.8;     4.4;     1.7;       .;       .;     1.0;     4.4;Aalten;Gelderland;2018
1764;GM0197;2019-01-01;27011.0;280.0;    25.7;    38.2;    45.9;    64.2;    49.4;    82.8;     1.3;     2.7;     0.8;     3.8;     0.8;     1.8;     4.3;     1.6;       .;       .;     1.0;     4.3;Aalten;Gelderland;2019
1765;GM0197;2020-01-01;27121.0;281.0;    25.9;    39.5;    46.6;    66.7;    51.7;    81.5;     1.5;     2.6;     0.8;     3.8;     0.8;     1.8;     4.3;     1.7;       .;       .;     1.0;     4.4;Aalten;Gelderland;2020
1766;GM0197;2021-01-01;27120.0;281.0;    27.0;       .;    48.4;    70.2;    54.0;       .;     1.5;     2.6;     0.7;     4.3;     0.8;     1.8;     4.3;     1.6;       .;       .;     1.0;     4.4;Aalten;Gelderland;2021
1767;GM0197;2022-01-01;27100.0;281.0;;;;;;;     1.5;     2.6;     0.8;     4.3;       .;       .;       .;     1.7;       .;       .;     1.0;     4.4;Aalten;Gelderland;2022
1768;GM0197;2023-01-01;27244.0;282.0;;;;;;;;;;;;;;;;;;;Aalten;Gelderland;2023
1856;GM0059;1995-01-01;27971.0;272.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Achtkarspelen;Friesland;1995
1857;GM0059;1996-01-01;27988.0;272.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Achtkarspelen;Friesland;1996
1858;GM0059;1997-01-01;28040.0;273.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Achtkarspelen;Friesland;1997
1859;GM0059;1998-01-01;28085.0;273.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Achtkarspelen;Friesland;1998
1860;GM0059;1999-01-01;28047.0;273.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Achtkarspelen;Friesland;1999
1861;GM0059;2000-01-01;28011.0;273.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Achtkarspelen;Friesland;2000
1862;GM0059;2001-01-01;28013.0;273.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Achtkarspelen;Friesland;2001
1863;GM0059;2002-01-01;28045.0;273.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Achtkarspelen;Friesland;2002
1864;GM0059;2003-01-01;28102.0;274.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Achtkarspelen;Friesland;2003
1865;GM0059;2004-01-01;28156.0;274.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Achtkarspelen;Friesland;2004
1866;GM0059;2005-01-01;28134.0;274.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Achtkarspelen;Friesland;2005
1867;GM0059;2006-01-01;28223.0;275.0;;;;;;;       .;       .;       .;       .;     0.6;     3.4;     6.7;     2.2;     0.7;     1.4;     1.2;       .;Achtkarspelen;Friesland;2006
1868;GM0059;2007-01-01;28143.0;274.0;;;;;;;     1.2;     1.8;     3.2;     0.4;     0.6;     3.4;     6.7;     2.9;       .;       .;     1.2;     6.9;Achtkarspelen;Friesland;2007
1869;GM0059;2008-01-01;28088.0;274.0;;;;;;;     1.2;     1.8;       .;       .;     0.6;     3.4;     3.6;     2.9;     0.7;     1.2;     1.2;     6.9;Achtkarspelen;Friesland;2008
1870;GM0059;2009-01-01;28139.0;274.0;;;;;;;     1.5;     1.7;     3.0;     0.7;     0.6;     3.4;     3.5;     3.0;       .;       .;     1.2;     6.9;Achtkarspelen;Friesland;2009
1871;GM0059;2010-01-01;28088.0;274.0;;;;;;;     1.3;     1.3;     3.0;     0.7;     0.6;     3.4;     3.5;       .;     0.7;     1.3;     1.2;     6.9;Achtkarspelen;Friesland;2010
1872;GM0059;2011-01-01;28123.0;275.0;    19.0;    29.2;    33.1;    45.7;    37.8;    51.3;     1.3;     1.3;     2.1;     1.2;     0.7;     3.4;     3.5;       .;       .;       .;     1.2;     7.2;Achtkarspelen;Friesland;2011
1873;GM0059;2012-01-01;28091.0;274.0;    19.3;    28.1;    33.7;    45.1;    38.1;    47.1;     1.3;     1.9;     2.0;     1.3;     0.7;     3.4;     6.7;     3.0;     0.8;     1.1;     1.2;     7.1;Achtkarspelen;Friesland;2012
1874;GM0059;2013-01-01;28110.0;275.0;    19.5;    28.5;    34.3;    45.5;    39.0;    48.4;     1.3;     1.9;     2.0;     1.4;     0.7;     3.4;     3.5;     3.0;       .;       .;     1.2;     7.1;Achtkarspelen;Friesland;2013
1875;GM0059;2014-01-01;28016.0;274.0;    20.0;    29.0;    35.4;    48.5;    40.0;    55.5;     1.3;     1.9;     2.0;     1.4;     0.7;     3.4;     3.5;     3.0;       .;       .;     1.2;     7.1;Achtkarspelen;Friesland;2014
1876;GM0059;2015-01-01;27983.0;274.0;    20.4;    29.9;    35.5;    47.8;    40.6;    51.0;     1.6;     1.8;     0.9;     2.4;     0.7;     3.4;     6.8;     3.0;     0.7;     1.0;     1.3;     7.2;Achtkarspelen;Friesland;2015
1877;GM0059;2016-01-01;28007.0;274.0;    21.0;    30.9;    36.9;    51.1;    42.6;    55.7;     1.6;     1.7;     0.8;     2.6;     0.7;     3.4;     6.8;     3.0;       .;       .;     1.3;     7.2;Achtkarspelen;Friesland;2016
1878;GM0059;2017-01-01;27893.0;273.0;    21.5;    32.4;    37.7;    53.1;    43.3;    58.3;     1.6;     1.7;     0.8;     2.7;     0.7;     3.4;     6.8;     3.0;     0.7;     1.0;     1.3;     7.2;Achtkarspelen;Friesland;2017
1879;GM0059;2018-01-01;27935.0;273.0;    21.8;    34.4;    38.6;    54.9;    44.5;    60.7;     1.6;     1.7;     0.8;     3.2;     0.7;     3.4;     6.8;     3.0;       .;       .;     1.3;     7.2;Achtkarspelen;Friesland;2018
1880;GM0059;2019-01-01;27852.0;272.0;    23.3;    34.7;    40.6;    58.7;    46.3;    65.1;     1.6;     1.8;     0.8;     2.8;     0.7;     3.4;     6.8;     3.0;       .;       .;     1.3;     7.2;Achtkarspelen;Friesland;2019
1881;GM0059;2020-01-01;27843.0;272.0;    24.2;    35.7;    41.4;    61.3;    48.8;    65.4;     1.6;     1.6;     0.8;     2.8;     0.7;     3.4;     6.8;     3.0;       .;       .;     1.3;     7.3;Achtkarspelen;Friesland;2020
1882;GM0059;2021-01-01;27900.0;273.0;    25.0;       .;    43.5;    64.5;    51.2;       .;     1.6;     1.5;     0.8;     2.8;     0.7;     3.5;     6.8;     3.0;       .;       .;     1.3;     7.3;Achtkarspelen;Friesland;2021
1883;GM0059;2022-01-01;27954.0;274.0;;;;;;;     1.6;     1.5;     0.8;     2.8;       .;       .;       .;     3.0;       .;       .;     1.4;     7.3;Achtkarspelen;Friesland;2022
1884;GM0059;2023-01-01;28149.0;275.0;;;;;;;;;;;;;;;;;;;Achtkarspelen;Friesland;2023
1914;GM0482;1995-01-01;17646.0;2007.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Alblasserdam;Zuid-Holland;1995
1915;GM0482;1996-01-01;17656.0;2008.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Alblasserdam;Zuid-Holland;1996
1916;GM0482;1997-01-01;17782.0;2023.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Alblasserdam;Zuid-Holland;1997
1917;GM0482;1998-01-01;17800.0;2025.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Alblasserdam;Zuid-Holland;1998
1918;GM0482;1999-01-01;18036.0;2052.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Alblasserdam;Zuid-Holland;1999
1919;GM0482;2000-01-01;18183.0;2064.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Alblasserdam;Zuid-Holland;2000
1920;GM0482;2001-01-01;18410.0;2090.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Alblasserdam;Zuid-Holland;2001
1921;GM0482;2002-01-01;18388.0;2087.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Alblasserdam;Zuid-Holland;2002
1922;GM0482;2003-01-01;18425.0;2097.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Alblasserdam;Zuid-Holland;2003
1923;GM0482;2004-01-01;18386.0;2093.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Alblasserdam;Zuid-Holland;2004
1924;GM0482;2005-01-01;18356.0;2089.0;;;;;;;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;Alblasserdam;Zuid-Holland;2005
1925;GM0482;2006-01-01;18426.0;2098.0;;;;;;;       .;       .;       .;       .;     0.5;     4.8;     4.2;     1.1;     0.7;     0.3;     2.3;       .;Alblasserdam;Zuid-Holland;2006
1926;GM0482;2007-01-01;18666.0;2126.0;;;;;;;     0.6;     6.4;     1.2;     1.1;     0.4;     4.8;     4.2;     1.1;       .;       .;     2.3;     9.8;Alblasserdam;Zuid-Holland;2007
1927;GM0482;2008-01-01;18718.0;2131.0;;;;;;;     0.6;     6.4;       .;       .;     0.4;     4.8;     4.2;     1.1;     0.7;     0.3;     2.3;     9.8;Alblasserdam;Zuid-Holland;2008
1928;GM0482;2009-01-01;18839.0;2144.0;;;;;;;     0.8;     4.4;     0.7;     3.0;     0.4;     4.8;     4.2;     1.1;       .;       .;     2.3;     9.8;Alblasserdam;Zuid-Holland;2009
1929;GM0482;2010-01-01;19014.0;2164.0;;;;;;;     0.8;     4.4;     0.8;     3.0;     0.5;     4.8;     4.2;       .;     0.7;     0.3;     2.3;     9.8;Alblasserdam;Zuid-Holland;2010
1930;GM0482;2011-01-01;19208.0;2186.0;    20.8;    31.0;    38.0;    53.8;    43.7;    58.9;     0.8;     3.4;     0.5;     5.9;     0.4;     4.8;     4.2;       .;       .;       .;     2.3;     9.7;Alblasserdam;Zuid-Holland;2011
1931;GM0482;2012-01-01;19467.0;2216.0;    21.3;    30.4;    43.1;    52.9;    43.8;    59.8;     0.8;     3.4;     0.5;     6.0;     0.5;     4.8;     4.2;     1.0;     0.8;     0.3;     2.3;     8.4;Alblasserdam;Zuid-Holland;2012
