ID;RegioS;Perioden;GemiddeldeWOZWaardeVanWoningen_98;Gemeentenaam;Provincienaam;Year
6776;GM0772;2014-01-01;     208;Eindhoven;Noord-Brabant;2014
6777;GM0772;2015-01-01;     206;Eindhoven;Noord-Brabant;2015
6778;GM0772;2016-01-01;     206;Eindhoven;Noord-Brabant;2016
6779;GM0772;2017-01-01;     210;Eindhoven;Noord-Brabant;2017
6780;GM0772;2018-01-01;     226;Eindhoven;Noord-Brabant;2018
6781;GM0772;2019-01-01;     246;Eindhoven;Noord-Brabant;2019
6782;GM0772;2020-01-01;     265;Eindhoven;Noord-Brabant;2020
6783;GM0772;2021-01-01;     287;Eindhoven;Noord-Brabant;2021
6784;GM0772;2022-01-01;     314;Eindhoven;Noord-Brabant;2022
6785;GM0772;2023-01-01;     360;Eindhoven;Noord-Brabant;2023
6786;GM0230;1995-01-01;       .;Elburg;Gelderland;1995
6787;GM0230;1996-01-01;       .;Elburg;Gelderland;1996
6788;GM0230;1997-01-01;      83;Elburg;Gelderland;1997
6789;GM0230;1998-01-01;      83;Elburg;Gelderland;1998
6790;GM0230;1999-01-01;      84;Elburg;Gelderland;1999
6791;GM0230;2000-01-01;      84;Elburg;Gelderland;2000
6792;GM0230;2001-01-01;     152;Elburg;Gelderland;2001
6793;GM0230;2002-01-01;     152;Elburg;Gelderland;2002
6794;GM0230;2003-01-01;     153;Elburg;Gelderland;2003
6795;GM0230;2004-01-01;     152;Elburg;Gelderland;2004
6796;GM0230;2005-01-01;     220;Elburg;Gelderland;2005
6797;GM0230;2006-01-01;     223;Elburg;Gelderland;2006
6798;GM0230;2007-01-01;     240;Elburg;Gelderland;2007
6799;GM0230;2008-01-01;     260;Elburg;Gelderland;2008
6800;GM0230;2009-01-01;     271;Elburg;Gelderland;2009
6801;GM0230;2010-01-01;     275;Elburg;Gelderland;2010
6802;GM0230;2011-01-01;     273;Elburg;Gelderland;2011
6803;GM0230;2012-01-01;     268;Elburg;Gelderland;2012
6804;GM0230;2013-01-01;     253;Elburg;Gelderland;2013
6805;GM0230;2014-01-01;     238;Elburg;Gelderland;2014
6806;GM0230;2015-01-01;     232;Elburg;Gelderland;2015
6807;GM0230;2016-01-01;     227;Elburg;Gelderland;2016
6808;GM0230;2017-01-01;     226;Elburg;Gelderland;2017
6809;GM0230;2018-01-01;     234;Elburg;Gelderland;2018
6810;GM0230;2019-01-01;     250;Elburg;Gelderland;2019
6811;GM0230;2020-01-01;     269;Elburg;Gelderland;2020
6812;GM0230;2021-01-01;     287;Elburg;Gelderland;2021
6813;GM0230;2022-01-01;     307;Elburg;Gelderland;2022
6814;GM0230;2023-01-01;     345;Elburg;Gelderland;2023
6844;GM0114;1995-01-01;       .;Emmen;Drenthe;1995
6845;GM0114;1996-01-01;       .;Emmen;Drenthe;1996
6846;GM0114;1997-01-01;      69;Emmen;Drenthe;1997
6847;GM0114;1998-01-01;      69;Emmen;Drenthe;1998
6848;GM0114;1999-01-01;      70;Emmen;Drenthe;1999
6849;GM0114;2000-01-01;      70;Emmen;Drenthe;2000
6850;GM0114;2001-01-01;     100;Emmen;Drenthe;2001
6851;GM0114;2002-01-01;     100;Emmen;Drenthe;2002
6852;GM0114;2003-01-01;     101;Emmen;Drenthe;2003
6853;GM0114;2004-01-01;     102;Emmen;Drenthe;2004
6854;GM0114;2005-01-01;     151;Emmen;Drenthe;2005
6855;GM0114;2006-01-01;     152;Emmen;Drenthe;2006
6856;GM0114;2007-01-01;     167;Emmen;Drenthe;2007
6857;GM0114;2008-01-01;     178;Emmen;Drenthe;2008
6858;GM0114;2009-01-01;     185;Emmen;Drenthe;2009
6859;GM0114;2010-01-01;     185;Emmen;Drenthe;2010
6860;GM0114;2011-01-01;     177;Emmen;Drenthe;2011
6861;GM0114;2012-01-01;     173;Emmen;Drenthe;2012
6862;GM0114;2013-01-01;     164;Emmen;Drenthe;2013
6863;GM0114;2014-01-01;     153;Emmen;Drenthe;2014
6864;GM0114;2015-01-01;     147;Emmen;Drenthe;2015
6865;GM0114;2016-01-01;     148;Emmen;Drenthe;2016
6866;GM0114;2017-01-01;     147;Emmen;Drenthe;2017
6867;GM0114;2018-01-01;     150;Emmen;Drenthe;2018
6868;GM0114;2019-01-01;     163;Emmen;Drenthe;2019
6869;GM0114;2020-01-01;     174;Emmen;Drenthe;2020
6870;GM0114;2021-01-01;     186;Emmen;Drenthe;2021
6871;GM0114;2022-01-01;     208;Emmen;Drenthe;2022
6872;GM0114;2023-01-01;     240;Emmen;Drenthe;2023
6873;GM0388;1995-01-01;       .;Enkhuizen;Noord-Holland;1995
6874;GM0388;1996-01-01;       .;Enkhuizen;Noord-Holland;1996
6875;GM0388;1997-01-01;      73;Enkhuizen;Noord-Holland;1997
6876;GM0388;1998-01-01;      73;Enkhuizen;Noord-Holland;1998
6877;GM0388;1999-01-01;      74;Enkhuizen;Noord-Holland;1999
6878;GM0388;2000-01-01;      75;Enkhuizen;Noord-Holland;2000
6879;GM0388;2001-01-01;     113;Enkhuizen;Noord-Holland;2001
6880;GM0388;2002-01-01;     108;Enkhuizen;Noord-Holland;2002
6881;GM0388;2003-01-01;     110;Enkhuizen;Noord-Holland;2003
6882;GM0388;2004-01-01;     114;Enkhuizen;Noord-Holland;2004
6883;GM0388;2005-01-01;     172;Enkhuizen;Noord-Holland;2005
6884;GM0388;2006-01-01;     173;Enkhuizen;Noord-Holland;2006
6885;GM0388;2007-01-01;     188;Enkhuizen;Noord-Holland;2007
6886;GM0388;2008-01-01;     200;Enkhuizen;Noord-Holland;2008
6887;GM0388;2009-01-01;     205;Enkhuizen;Noord-Holland;2009
6888;GM0388;2010-01-01;     206;Enkhuizen;Noord-Holland;2010
6889;GM0388;2011-01-01;     206;Enkhuizen;Noord-Holland;2011
6890;GM0388;2012-01-01;     201;Enkhuizen;Noord-Holland;2012
6891;GM0388;2013-01-01;     192;Enkhuizen;Noord-Holland;2013
6892;GM0388;2014-01-01;     180;Enkhuizen;Noord-Holland;2014
6893;GM0388;2015-01-01;     176;Enkhuizen;Noord-Holland;2015
6894;GM0388;2016-01-01;     177;Enkhuizen;Noord-Holland;2016
6895;GM0388;2017-01-01;     180;Enkhuizen;Noord-Holland;2017
6896;GM0388;2018-01-01;     189;Enkhuizen;Noord-Holland;2018
6897;GM0388;2019-01-01;     206;Enkhuizen;Noord-Holland;2019
6898;GM0388;2020-01-01;     224;Enkhuizen;Noord-Holland;2020
6899;GM0388;2021-01-01;     243;Enkhuizen;Noord-Holland;2021
6900;GM0388;2022-01-01;     269;Enkhuizen;Noord-Holland;2022
6901;GM0388;2023-01-01;     322;Enkhuizen;Noord-Holland;2023
6902;GM0153;1995-01-01;       .;Enschede;Overijssel;1995
6903;GM0153;1996-01-01;       .;Enschede;Overijssel;1996
6904;GM0153;1997-01-01;      62;Enschede;Overijssel;1997
6905;GM0153;1998-01-01;      62;Enschede;Overijssel;1998
6906;GM0153;1999-01-01;      63;Enschede;Overijssel;1999
6907;GM0153;2000-01-01;      63;Enschede;Overijssel;2000
6908;GM0153;2001-01-01;      94;Enschede;Overijssel;2001
6909;GM0153;2002-01-01;      95;Enschede;Overijssel;2002
6910;GM0153;2003-01-01;      96;Enschede;Overijssel;2003
6911;GM0153;2004-01-01;      97;Enschede;Overijssel;2004
6912;GM0153;2005-01-01;     148;Enschede;Overijssel;2005
6913;GM0153;2006-01-01;     149;Enschede;Overijssel;2006
6914;GM0153;2007-01-01;     160;Enschede;Overijssel;2007
6915;GM0153;2008-01-01;     172;Enschede;Overijssel;2008
6916;GM0153;2009-01-01;     177;Enschede;Overijssel;2009
6917;GM0153;2010-01-01;     177;Enschede;Overijssel;2010
6918;GM0153;2011-01-01;     172;Enschede;Overijssel;2011
6919;GM0153;2012-01-01;     166;Enschede;Overijssel;2012
6920;GM0153;2013-01-01;     163;Enschede;Overijssel;2013
6921;GM0153;2014-01-01;     155;Enschede;Overijssel;2014
6922;GM0153;2015-01-01;     151;Enschede;Overijssel;2015
6923;GM0153;2016-01-01;     154;Enschede;Overijssel;2016
6924;GM0153;2017-01-01;     157;Enschede;Overijssel;2017
6925;GM0153;2018-01-01;     167;Enschede;Overijssel;2018
6926;GM0153;2019-01-01;     182;Enschede;Overijssel;2019
6927;GM0153;2020-01-01;     195;Enschede;Overijssel;2020
6928;GM0153;2021-01-01;     210;Enschede;Overijssel;2021
6929;GM0153;2022-01-01;     235;Enschede;Overijssel;2022
6930;GM0153;2023-01-01;     285;Enschede;Overijssel;2023
6931;GM0232;1995-01-01;       .;Epe;Gelderland;1995
6932;GM0232;1996-01-01;       .;Epe;Gelderland;1996
6933;GM0232;1997-01-01;     110;Epe;Gelderland;1997
6934;GM0232;1998-01-01;     110;Epe;Gelderland;1998
6935;GM0232;1999-01-01;     110;Epe;Gelderland;1999
6936;GM0232;2000-01-01;     110;Epe;Gelderland;2000
6937;GM0232;2001-01-01;     171;Epe;Gelderland;2001
6938;GM0232;2002-01-01;     172;Epe;Gelderland;2002
6939;GM0232;2003-01-01;     173;Epe;Gelderland;2003
6940;GM0232;2004-01-01;     174;Epe;Gelderland;2004
6941;GM0232;2005-01-01;     273;Epe;Gelderland;2005
6942;GM0232;2006-01-01;     273;Epe;Gelderland;2006
6943;GM0232;2007-01-01;     285;Epe;Gelderland;2007
6944;GM0232;2008-01-01;     301;Epe;Gelderland;2008
6945;GM0232;2009-01-01;     309;Epe;Gelderland;2009
6946;GM0232;2010-01-01;     309;Epe;Gelderland;2010
6947;GM0232;2011-01-01;     301;Epe;Gelderland;2011
6948;GM0232;2012-01-01;     289;Epe;Gelderland;2012
6949;GM0232;2013-01-01;     278;Epe;Gelderland;2013
6950;GM0232;2014-01-01;     265;Epe;Gelderland;2014
6951;GM0232;2015-01-01;     265;Epe;Gelderland;2015
6952;GM0232;2016-01-01;     261;Epe;Gelderland;2016
6953;GM0232;2017-01-01;     262;Epe;Gelderland;2017
6954;GM0232;2018-01-01;     275;Epe;Gelderland;2018
6955;GM0232;2019-01-01;     291;Epe;Gelderland;2019
6956;GM0232;2020-01-01;     314;Epe;Gelderland;2020
6957;GM0232;2021-01-01;     325;Epe;Gelderland;2021
6958;GM0232;2022-01-01;     356;Epe;Gelderland;2022
6959;GM0232;2023-01-01;     441;Epe;Gelderland;2023
6960;GM0233;1995-01-01;       .;Ermelo;Gelderland;1995
6961;GM0233;1996-01-01;       .;Ermelo;Gelderland;1996
6962;GM0233;1997-01-01;      94;Ermelo;Gelderland;1997
6963;GM0233;1998-01-01;      94;Ermelo;Gelderland;1998
6964;GM0233;1999-01-01;      94;Ermelo;Gelderland;1999
6965;GM0233;2000-01-01;      95;Ermelo;Gelderland;2000
6966;GM0233;2001-01-01;     168;Ermelo;Gelderland;2001
6967;GM0233;2002-01-01;     170;Ermelo;Gelderland;2002
6968;GM0233;2003-01-01;     170;Ermelo;Gelderland;2003
6969;GM0233;2004-01-01;     169;Ermelo;Gelderland;2004
6970;GM0233;2005-01-01;     256;Ermelo;Gelderland;2005
6971;GM0233;2006-01-01;     259;Ermelo;Gelderland;2006
6972;GM0233;2007-01-01;     279;Ermelo;Gelderland;2007
6973;GM0233;2008-01-01;     293;Ermelo;Gelderland;2008
6974;GM0233;2009-01-01;     298;Ermelo;Gelderland;2009
6975;GM0233;2010-01-01;     299;Ermelo;Gelderland;2010
6976;GM0233;2011-01-01;     293;Ermelo;Gelderland;2011
6977;GM0233;2012-01-01;     284;Ermelo;Gelderland;2012
6978;GM0233;2013-01-01;     273;Ermelo;Gelderland;2013
6979;GM0233;2014-01-01;     262;Ermelo;Gelderland;2014
6980;GM0233;2015-01-01;     257;Ermelo;Gelderland;2015
6981;GM0233;2016-01-01;     263;Ermelo;Gelderland;2016
6982;GM0233;2017-01-01;     270;Ermelo;Gelderland;2017
6983;GM0233;2018-01-01;     282;Ermelo;Gelderland;2018
6984;GM0233;2019-01-01;     304;Ermelo;Gelderland;2019
6985;GM0233;2020-01-01;     321;Ermelo;Gelderland;2020
6986;GM0233;2021-01-01;     342;Ermelo;Gelderland;2021
6987;GM0233;2022-01-01;     369;Ermelo;Gelderland;2022
6988;GM0233;2023-01-01;     429;Ermelo;Gelderland;2023
7018;GM0777;1995-01-01;       .;Etten-Leur;Noord-Brabant;1995
7019;GM0777;1996-01-01;       .;Etten-Leur;Noord-Brabant;1996
7020;GM0777;1997-01-01;      93;Etten-Leur;Noord-Brabant;1997
7021;GM0777;1998-01-01;      94;Etten-Leur;Noord-Brabant;1998
7022;GM0777;1999-01-01;      94;Etten-Leur;Noord-Brabant;1999
7023;GM0777;2000-01-01;      95;Etten-Leur;Noord-Brabant;2000
7024;GM0777;2001-01-01;     135;Etten-Leur;Noord-Brabant;2001
7025;GM0777;2002-01-01;     137;Etten-Leur;Noord-Brabant;2002
7026;GM0777;2003-01-01;     138;Etten-Leur;Noord-Brabant;2003
7027;GM0777;2004-01-01;     137;Etten-Leur;Noord-Brabant;2004
7028;GM0777;2005-01-01;     211;Etten-Leur;Noord-Brabant;2005
7029;GM0777;2006-01-01;     211;Etten-Leur;Noord-Brabant;2006
7030;GM0777;2007-01-01;     224;Etten-Leur;Noord-Brabant;2007
7031;GM0777;2008-01-01;     236;Etten-Leur;Noord-Brabant;2008
7032;GM0777;2009-01-01;     251;Etten-Leur;Noord-Brabant;2009
7033;GM0777;2010-01-01;     253;Etten-Leur;Noord-Brabant;2010
7034;GM0777;2011-01-01;     242;Etten-Leur;Noord-Brabant;2011
7035;GM0777;2012-01-01;     237;Etten-Leur;Noord-Brabant;2012
7036;GM0777;2013-01-01;     233;Etten-Leur;Noord-Brabant;2013
7037;GM0777;2014-01-01;     225;Etten-Leur;Noord-Brabant;2014
7038;GM0777;2015-01-01;     219;Etten-Leur;Noord-Brabant;2015
7039;GM0777;2016-01-01;     224;Etten-Leur;Noord-Brabant;2016
7040;GM0777;2017-01-01;     231;Etten-Leur;Noord-Brabant;2017
7041;GM0777;2018-01-01;     239;Etten-Leur;Noord-Brabant;2018
7042;GM0777;2019-01-01;     256;Etten-Leur;Noord-Brabant;2019
7043;GM0777;2020-01-01;     272;Etten-Leur;Noord-Brabant;2020
7044;GM0777;2021-01-01;     288;Etten-Leur;Noord-Brabant;2021
7045;GM0777;2022-01-01;     311;Etten-Leur;Noord-Brabant;2022
7046;GM0777;2023-01-01;     343;Etten-Leur;Noord-Brabant;2023
7192;GM1940;1995-01-01;;De Fryske Marren;Friesland;1995
7193;GM1940;1996-01-01;;De Fryske Marren;Friesland;1996
7194;GM1940;1997-01-01;;De Fryske Marren;Friesland;1997
7195;GM1940;1998-01-01;;De Fryske Marren;Friesland;1998
7196;GM1940;1999-01-01;;De Fryske Marren;Friesland;1999
7197;GM1940;2000-01-01;;De Fryske Marren;Friesland;2000
7198;GM1940;2001-01-01;;De Fryske Marren;Friesland;2001
7199;GM1940;2002-01-01;;De Fryske Marren;Friesland;2002
7200;GM1940;2003-01-01;;De Fryske Marren;Friesland;2003
7201;GM1940;2004-01-01;;De Fryske Marren;Friesland;2004
7202;GM1940;2005-01-01;;De Fryske Marren;Friesland;2005
7203;GM1940;2006-01-01;;De Fryske Marren;Friesland;2006
7204;GM1940;2007-01-01;;De Fryske Marren;Friesland;2007
7205;GM1940;2008-01-01;;De Fryske Marren;Friesland;2008
7206;GM1940;2009-01-01;;De Fryske Marren;Friesland;2009
7207;GM1940;2010-01-01;;De Fryske Marren;Friesland;2010
7208;GM1940;2011-01-01;;De Fryske Marren;Friesland;2011
7209;GM1940;2012-01-01;;De Fryske Marren;Friesland;2012
7210;GM1940;2013-01-01;;De Fryske Marren;Friesland;2013
7211;GM1940;2014-01-01;;De Fryske Marren;Friesland;2014
7212;GM1940;2015-01-01;;De Fryske Marren;Friesland;2015
7213;GM1940;2016-01-01;     193;De Fryske Marren;Friesland;2016
7214;GM1940;2017-01-01;     197;De Fryske Marren;Friesland;2017
7215;GM1940;2018-01-01;     205;De Fryske Marren;Friesland;2018
7216;GM1940;2019-01-01;     227;De Fryske Marren;Friesland;2019
7217;GM1940;2020-01-01;     239;De Fryske Marren;Friesland;2020
7218;GM1940;2021-01-01;     258;De Fryske Marren;Friesland;2021
7219;GM1940;2022-01-01;     284;De Fryske Marren;Friesland;2022
7220;GM1940;2023-01-01;     324;De Fryske Marren;Friesland;2023
7279;GM0779;1995-01-01;       .;Geertruidenberg;Noord-Brabant;1995
7280;GM0779;1996-01-01;       .;Geertruidenberg;Noord-Brabant;1996
7281;GM0779;1997-01-01;      90;Geertruidenberg;Noord-Brabant;1997
7282;GM0779;1998-01-01;      90;Geertruidenberg;Noord-Brabant;1998
7283;GM0779;1999-01-01;      90;Geertruidenberg;Noord-Brabant;1999
7284;GM0779;2000-01-01;      90;Geertruidenberg;Noord-Brabant;2000
7285;GM0779;2001-01-01;     131;Geertruidenberg;Noord-Brabant;2001
7286;GM0779;2002-01-01;     133;Geertruidenberg;Noord-Brabant;2002
7287;GM0779;2003-01-01;     133;Geertruidenberg;Noord-Brabant;2003
7288;GM0779;2004-01-01;     133;Geertruidenberg;Noord-Brabant;2004
7289;GM0779;2005-01-01;     204;Geertruidenberg;Noord-Brabant;2005
7290;GM0779;2006-01-01;     204;Geertruidenberg;Noord-Brabant;2006
7291;GM0779;2007-01-01;     224;Geertruidenberg;Noord-Brabant;2007
7292;GM0779;2008-01-01;     232;Geertruidenberg;Noord-Brabant;2008
7293;GM0779;2009-01-01;     238;Geertruidenberg;Noord-Brabant;2009
7294;GM0779;2010-01-01;     239;Geertruidenberg;Noord-Brabant;2010
7295;GM0779;2011-01-01;     229;Geertruidenberg;Noord-Brabant;2011
7296;GM0779;2012-01-01;     224;Geertruidenberg;Noord-Brabant;2012
7297;GM0779;2013-01-01;     216;Geertruidenberg;Noord-Brabant;2013
7298;GM0779;2014-01-01;     202;Geertruidenberg;Noord-Brabant;2014
7299;GM0779;2015-01-01;     197;Geertruidenberg;Noord-Brabant;2015
7300;GM0779;2016-01-01;     201;Geertruidenberg;Noord-Brabant;2016
7301;GM0779;2017-01-01;     206;Geertruidenberg;Noord-Brabant;2017
7302;GM0779;2018-01-01;     214;Geertruidenberg;Noord-Brabant;2018
7303;GM0779;2019-01-01;     230;Geertruidenberg;Noord-Brabant;2019
7304;GM0779;2020-01-01;     243;Geertruidenberg;Noord-Brabant;2020
7305;GM0779;2021-01-01;     267;Geertruidenberg;Noord-Brabant;2021
7306;GM0779;2022-01-01;     292;Geertruidenberg;Noord-Brabant;2022
7307;GM0779;2023-01-01;     328;Geertruidenberg;Noord-Brabant;2023
7366;GM1771;1995-01-01;;Geldrop-Mierlo;Noord-Brabant;1995
7367;GM1771;1996-01-01;;Geldrop-Mierlo;Noord-Brabant;1996
7368;GM1771;1997-01-01;;Geldrop-Mierlo;Noord-Brabant;1997
7369;GM1771;1998-01-01;;Geldrop-Mierlo;Noord-Brabant;1998
7370;GM1771;1999-01-01;;Geldrop-Mierlo;Noord-Brabant;1999
7371;GM1771;2000-01-01;;Geldrop-Mierlo;Noord-Brabant;2000
7372;GM1771;2001-01-01;;Geldrop-Mierlo;Noord-Brabant;2001
7373;GM1771;2002-01-01;;Geldrop-Mierlo;Noord-Brabant;2002
7374;GM1771;2003-01-01;;Geldrop-Mierlo;Noord-Brabant;2003
7375;GM1771;2004-01-01;     146;Geldrop-Mierlo;Noord-Brabant;2004
7376;GM1771;2005-01-01;     222;Geldrop-Mierlo;Noord-Brabant;2005
7377;GM1771;2006-01-01;     222;Geldrop-Mierlo;Noord-Brabant;2006
7378;GM1771;2007-01-01;     241;Geldrop-Mierlo;Noord-Brabant;2007
7379;GM1771;2008-01-01;     253;Geldrop-Mierlo;Noord-Brabant;2008
7380;GM1771;2009-01-01;     266;Geldrop-Mierlo;Noord-Brabant;2009
7381;GM1771;2010-01-01;     267;Geldrop-Mierlo;Noord-Brabant;2010
7382;GM1771;2011-01-01;     263;Geldrop-Mierlo;Noord-Brabant;2011
7383;GM1771;2012-01-01;     259;Geldrop-Mierlo;Noord-Brabant;2012
7384;GM1771;2013-01-01;     248;Geldrop-Mierlo;Noord-Brabant;2013
7385;GM1771;2014-01-01;     233;Geldrop-Mierlo;Noord-Brabant;2014
7386;GM1771;2015-01-01;     223;Geldrop-Mierlo;Noord-Brabant;2015
7387;GM1771;2016-01-01;     224;Geldrop-Mierlo;Noord-Brabant;2016
7388;GM1771;2017-01-01;     230;Geldrop-Mierlo;Noord-Brabant;2017
7389;GM1771;2018-01-01;     241;Geldrop-Mierlo;Noord-Brabant;2018
7390;GM1771;2019-01-01;     259;Geldrop-Mierlo;Noord-Brabant;2019
7391;GM1771;2020-01-01;     279;Geldrop-Mierlo;Noord-Brabant;2020
7392;GM1771;2021-01-01;     298;Geldrop-Mierlo;Noord-Brabant;2021
7393;GM1771;2022-01-01;     329;Geldrop-Mierlo;Noord-Brabant;2022
7394;GM1771;2023-01-01;     379;Geldrop-Mierlo;Noord-Brabant;2023
7453;GM1652;1995-01-01;;Gemert-Bakel;Noord-Brabant;1995
7454;GM1652;1996-01-01;;Gemert-Bakel;Noord-Brabant;1996
7455;GM1652;1997-01-01;      85;Gemert-Bakel;Noord-Brabant;1997
7456;GM1652;1998-01-01;      86;Gemert-Bakel;Noord-Brabant;1998
7457;GM1652;1999-01-01;      86;Gemert-Bakel;Noord-Brabant;1999
7458;GM1652;2000-01-01;      87;Gemert-Bakel;Noord-Brabant;2000
7459;GM1652;2001-01-01;     160;Gemert-Bakel;Noord-Brabant;2001
7460;GM1652;2002-01-01;     161;Gemert-Bakel;Noord-Brabant;2002
7461;GM1652;2003-01-01;     161;Gemert-Bakel;Noord-Brabant;2003
7462;GM1652;2004-01-01;     162;Gemert-Bakel;Noord-Brabant;2004
7463;GM1652;2005-01-01;     229;Gemert-Bakel;Noord-Brabant;2005
7464;GM1652;2006-01-01;     230;Gemert-Bakel;Noord-Brabant;2006
7465;GM1652;2007-01-01;     259;Gemert-Bakel;Noord-Brabant;2007
7466;GM1652;2008-01-01;     281;Gemert-Bakel;Noord-Brabant;2008
7467;GM1652;2009-01-01;     289;Gemert-Bakel;Noord-Brabant;2009
7468;GM1652;2010-01-01;     298;Gemert-Bakel;Noord-Brabant;2010
7469;GM1652;2011-01-01;     291;Gemert-Bakel;Noord-Brabant;2011
7470;GM1652;2012-01-01;     285;Gemert-Bakel;Noord-Brabant;2012
7471;GM1652;2013-01-01;     262;Gemert-Bakel;Noord-Brabant;2013
7472;GM1652;2014-01-01;     243;Gemert-Bakel;Noord-Brabant;2014
7473;GM1652;2015-01-01;     236;Gemert-Bakel;Noord-Brabant;2015
7474;GM1652;2016-01-01;     232;Gemert-Bakel;Noord-Brabant;2016
7475;GM1652;2017-01-01;     240;Gemert-Bakel;Noord-Brabant;2017
7476;GM1652;2018-01-01;     250;Gemert-Bakel;Noord-Brabant;2018
7477;GM1652;2019-01-01;     274;Gemert-Bakel;Noord-Brabant;2019
7478;GM1652;2020-01-01;     301;Gemert-Bakel;Noord-Brabant;2020
7479;GM1652;2021-01-01;     309;Gemert-Bakel;Noord-Brabant;2021
7480;GM1652;2022-01-01;     340;Gemert-Bakel;Noord-Brabant;2022
7481;GM1652;2023-01-01;     386;Gemert-Bakel;Noord-Brabant;2023
7569;GM0907;1995-01-01;       .;Gennep;Limburg;1995
7570;GM0907;1996-01-01;       .;Gennep;Limburg;1996
7571;GM0907;1997-01-01;      96;Gennep;Limburg;1997
7572;GM0907;1998-01-01;      97;Gennep;Limburg;1998
7573;GM0907;1999-01-01;      97;Gennep;Limburg;1999
7574;GM0907;2000-01-01;      97;Gennep;Limburg;2000
7575;GM0907;2001-01-01;     153;Gennep;Limburg;2001
7576;GM0907;2002-01-01;     153;Gennep;Limburg;2002
7577;GM0907;2003-01-01;     153;Gennep;Limburg;2003
7578;GM0907;2004-01-01;     155;Gennep;Limburg;2004
7579;GM0907;2005-01-01;     225;Gennep;Limburg;2005
7580;GM0907;2006-01-01;     224;Gennep;Limburg;2006
7581;GM0907;2007-01-01;     238;Gennep;Limburg;2007
7582;GM0907;2008-01-01;     247;Gennep;Limburg;2008
7583;GM0907;2009-01-01;     256;Gennep;Limburg;2009
7584;GM0907;2010-01-01;     256;Gennep;Limburg;2010
7585;GM0907;2011-01-01;     253;Gennep;Limburg;2011
7586;GM0907;2012-01-01;     245;Gennep;Limburg;2012
7587;GM0907;2013-01-01;     228;Gennep;Limburg;2013
7588;GM0907;2014-01-01;     215;Gennep;Limburg;2014
7589;GM0907;2015-01-01;     209;Gennep;Limburg;2015
7590;GM0907;2016-01-01;     215;Gennep;Limburg;2016
7591;GM0907;2017-01-01;     214;Gennep;Limburg;2017
7592;GM0907;2018-01-01;     221;Gennep;Limburg;2018
7593;GM0907;2019-01-01;     238;Gennep;Limburg;2019
7594;GM0907;2020-01-01;     255;Gennep;Limburg;2020
7595;GM0907;2021-01-01;     274;Gennep;Limburg;2021
7596;GM0907;2022-01-01;     290;Gennep;Limburg;2022
7597;GM0907;2023-01-01;     349;Gennep;Limburg;2023
7656;GM0784;1995-01-01;       .;Gilze en Rijen;Noord-Brabant;1995
7657;GM0784;1996-01-01;       .;Gilze en Rijen;Noord-Brabant;1996
7658;GM0784;1997-01-01;      77;Gilze en Rijen;Noord-Brabant;1997
7659;GM0784;1998-01-01;      77;Gilze en Rijen;Noord-Brabant;1998
7660;GM0784;1999-01-01;      78;Gilze en Rijen;Noord-Brabant;1999
7661;GM0784;2000-01-01;      79;Gilze en Rijen;Noord-Brabant;2000
7662;GM0784;2001-01-01;     145;Gilze en Rijen;Noord-Brabant;2001
7663;GM0784;2002-01-01;     145;Gilze en Rijen;Noord-Brabant;2002
7664;GM0784;2003-01-01;     146;Gilze en Rijen;Noord-Brabant;2003
7665;GM0784;2004-01-01;     146;Gilze en Rijen;Noord-Brabant;2004
7666;GM0784;2005-01-01;     220;Gilze en Rijen;Noord-Brabant;2005
7667;GM0784;2006-01-01;     221;Gilze en Rijen;Noord-Brabant;2006
7668;GM0784;2007-01-01;     245;Gilze en Rijen;Noord-Brabant;2007
7669;GM0784;2008-01-01;     254;Gilze en Rijen;Noord-Brabant;2008
7670;GM0784;2009-01-01;     260;Gilze en Rijen;Noord-Brabant;2009
7671;GM0784;2010-01-01;     264;Gilze en Rijen;Noord-Brabant;2010
7672;GM0784;2011-01-01;     257;Gilze en Rijen;Noord-Brabant;2011
7673;GM0784;2012-01-01;     250;Gilze en Rijen;Noord-Brabant;2012
7674;GM0784;2013-01-01;     242;Gilze en Rijen;Noord-Brabant;2013
7675;GM0784;2014-01-01;     232;Gilze en Rijen;Noord-Brabant;2014
7676;GM0784;2015-01-01;     226;Gilze en Rijen;Noord-Brabant;2015
7677;GM0784;2016-01-01;     226;Gilze en Rijen;Noord-Brabant;2016
7678;GM0784;2017-01-01;     231;Gilze en Rijen;Noord-Brabant;2017
7679;GM0784;2018-01-01;     237;Gilze en Rijen;Noord-Brabant;2018
7680;GM0784;2019-01-01;     254;Gilze en Rijen;Noord-Brabant;2019
7681;GM0784;2020-01-01;     271;Gilze en Rijen;Noord-Brabant;2020
7682;GM0784;2021-01-01;     288;Gilze en Rijen;Noord-Brabant;2021
7683;GM0784;2022-01-01;     314;Gilze en Rijen;Noord-Brabant;2022
7684;GM0784;2023-01-01;     341;Gilze en Rijen;Noord-Brabant;2023
7714;GM1924;1995-01-01;;Goeree-Overflakkee;Zuid-Holland;1995
7715;GM1924;1996-01-01;;Goeree-Overflakkee;Zuid-Holland;1996
7716;GM1924;1997-01-01;;Goeree-Overflakkee;Zuid-Holland;1997
7717;GM1924;1998-01-01;;Goeree-Overflakkee;Zuid-Holland;1998
7718;GM1924;1999-01-01;;Goeree-Overflakkee;Zuid-Holland;1999
7719;GM1924;2000-01-01;;Goeree-Overflakkee;Zuid-Holland;2000
