ID;Perioden;JaarmutatieCPI_1;JaarmutatieCPIAfgeleid_2;Year;Month
772;2022-06-01;8.6;9.9;2022;06
773;2022-07-01;10.3;12.4;2022;07
774;2022-08-01;12.0;14.3;2022;08
775;2022-09-01;14.5;17.2;2022;09
776;2022-10-01;14.3;16.9;2022;10
777;2022-11-01;9.9;12.1;2022;11
778;2022-12-01;9.6;11.8;2022;12
780;2023-01-01;7.6;7.6;2023;01
781;2023-02-01;8.0;8.0;2023;02
782;2023-03-01;4.4;4.5;2023;03
783;2023-04-01;5.2;5.0;2023;04
784;2023-05-01;6.1;5.8;2023;05
785;2023-06-01;5.7;5.4;2023;06
786;2023-07-01;4.6;3.3;2023;07
787;2023-08-01;3.0;1.6;2023;08
788;2023-09-01;0.2;-1.4;2023;09
